Overall score;;;;;;;;;;;;;;;;;;;;;;;
IDN;Indonesia;59.37;59.53;59.25;59.47;59.45;59.51;59.76;60.43;60.57;61.18;61.72;61.9;62.77;63.32;64.16;65.03;65.19;66.94;68.12;68.42;68.48;68.9
;;;;;;;;;;;;;;;;;;;;;;;
Sustainable Development Report 2022 (www.sdgindex.org);;;;;;;;;;;;;;;;;;;;;;;
